epoch,total_loss,train_accuracy,val_accuracy,age_task_loss,gender_task_loss,race_task_loss,age_train_accuracy,gender_train_accuracy,race_train_accuracy,age_val_accuracy,gender_val_accuracy,race_val_accuracy
1,0.005759466467196702,0.5060957603881038,0.4476429367733716,0.026132379793160274,0.00947226196294896,0.01623055470490149,0.3399704703649019,0.7629614005484076,0.4153554102510019,0.33444816053511706,0.7145246058289536,0.29395604395604397
2,0.005302494521266104,0.5971173451451873,0.5188525242873069,0.02529593477317538,0.008781769786849603,0.013644744671741333,0.37392955072769457,0.8399915629614005,0.577430921746467,0.3983516483516483,0.8110965121834687,0.34710941232680365
3,0.004267485787712102,0.6566406524643184,0.5299609810479375,0.019984459122684126,0.007860262542051546,0.01056264917625704,0.43117485762497365,0.890445053786121,0.6483020459818604,0.40259197324414714,0.8251911132345915,0.36209985666507405
4,0.004118478979598719,0.6738381494762005,0.5329272177098264,0.019416369604325148,0.007620359653914636,0.010029580360021152,0.45285804682556424,0.9019194262813752,0.6667369753216621,0.3894529383659818,0.8513497372193024,0.35797897754419494
5,0.0039744399330296325,0.6830063980876045,0.5479574773053034,0.018467867185837657,0.007409731772498626,0.009892359221944626,0.4636996414258595,0.9102720944948323,0.6750474583421219,0.42146440516005734,0.8551720019111323,0.3672360248447205
6,0.0038663507815378927,0.6901638191661393,0.544672718585762,0.01808888627944227,0.0072857237885557025,0.009422545810460894,0.4691415313225058,0.9160936511284539,0.6852562750474583,0.40963927376970855,0.8533205924510272,0.3710582895365504
7,0.0038158706452686778,0.693215214792941,0.5532130912565695,0.01764424323935067,0.0072701841737368616,0.009428407250263348,0.4758489770090698,0.915123391689517,0.6886732756802363,0.43179646440516006,0.8591734352603918,0.36866937410415673
8,0.0038358671943623246,0.6967025240807143,0.554805701544832,0.01819195527362562,0.007161864278135962,0.009168983981770771,0.4787597553258806,0.9163889474794347,0.6949588694368277,0.4306020066889632,0.8604873387482083,0.3733277591973244
9,0.0037606097986734527,0.7008507347254447,0.5592849179805701,0.017611555278967565,0.007142536808807144,0.009091394919681287,0.4823454967306475,0.922337059692048,0.6978696477536385,0.4371715241280459,0.8663999044433827,0.3742833253702819
10,0.003721673185795342,0.7014132039654082,0.5529542920847269,0.01752677291059665,0.007116411818378813,0.008851872813573393,0.48365323771356256,0.921830837376081,0.6987555368065809,0.42887004300047776,0.8566053511705686,0.37338748208313427
11,0.00370102617665701,0.7046052169022007,0.557931199235547,0.01740735251424283,0.007037979091579113,0.008863902974546119,0.487323349504324,0.9243197637629192,0.7021725374393588,0.4320950788342093,0.869684663162924,0.3720138557095079
12,0.003648608212630926,0.707276945792027,0.5564779423475076,0.017101910013208106,0.006984756672839353,0.00875080609707874,0.4924277578569922,0.925585319552837,0.7038177599662518,0.43418537983755373,0.8603678929765887,0.3748805542283803
13,0.0036085140606207594,0.7133937987766295,0.5530538302277432,0.016813778094012282,0.0069655007198122934,0.0086973467649626,0.5066441678970681,0.9276945792026998,0.7058426492301202,0.4328714763497372,0.8605470616340182,0.36574295269947443
14,0.003606125288922215,0.7181326021233214,0.5609173435260392,0.016767033031282987,0.006982610666206229,0.008705482717255353,0.5188778738662729,0.9284117274836532,0.707108205020038,0.44368131868131866,0.8656832298136646,0.37338748208313427
15,0.0035346921461841974,0.7190606763692611,0.5566969262621436,0.016228568810396773,0.006989159772439336,0.008594499689017487,0.519215355410251,0.9281164311326724,0.7098502425648597,0.4315575728619207,0.8635332059245103,0.375
16,0.0034937989315319135,0.7223651831540463,0.5666308329351808,0.01607326353257579,0.00693869278340922,0.008432233138719054,0.5260071714828095,0.9300991352035436,0.7109892427757857,0.4517439082656474,0.8692666029622551,0.37888198757763975
17,0.0035056403629020287,0.7237432327919567,0.5644210861602166,0.016421426783330178,0.006816101934665732,0.008313233407394616,0.5268086901497574,0.9309428390634887,0.713478169162624,0.44678690874343047,0.8688485427615862,0.3776278069756331
18,0.003461681562310523,0.7239682204879421,0.5650780379041248,0.01601481806801935,0.006882838894171293,0.008257476082458649,0.5260493566758068,0.9300147648175491,0.7158405399704704,0.4570592451027234,0.865504061156235,0.37267080745341613
19,0.0034198337044468127,0.7256275047458343,0.5665910176779742,0.01577238123694997,0.006765342587705303,0.00824077853269402,0.5307319130985024,0.9315756169584476,0.7145749841805527,0.45467032967032966,0.870461060678452,0.37464166268514093
20,0.003422322846461405,0.7259790480208114,0.5658345277910495,0.015865182596227587,0.006804941433362633,0.008130780590096623,0.5293398017295929,0.9319974688884202,0.716599873444421,0.4525800286669852,0.8663401815575729,0.37858337314859053
21,0.0033890321374082,0.7284398509456514,0.5611562350692786,0.01575201270802065,0.006769098887411357,0.007980176645840454,0.5342332841172749,0.9326724319763763,0.7184138367433031,0.4358576206402293,0.8711777353081701,0.3764333492594362
22,0.0033450374654901186,0.72984602404556,0.5634257047300526,0.015371164793305397,0.0067307619887536346,0.008003409420908365,0.5355832102931871,0.9344863952752583,0.7194684665682346,0.44941471571906355,0.8682513139034879,0.37261108456760633
23,0.0033227194275842944,0.730492863671518,0.5635252428730689,0.015240463084546957,0.006769323746672388,0.007894687007337123,0.5368909512761021,0.9343598396962666,0.7202278000421852,0.45156473960821786,0.8661012900143334,0.3729096989966555
24,0.003308161993213807,0.7314912465724531,0.5613752189839146,0.015313882985916653,0.006637178680984638,0.007822395330289073,0.5388314701539759,0.9352879139422063,0.720354355621177,0.45699952221691353,0.8491997133301481,0.3779264214046823
25,0.0032896063117079785,0.7330520987133516,0.5672280617932792,0.015085177673264612,0.00675554771802925,0.007765730444488835,0.5412360261548197,0.9355832102931871,0.7223370596920481,0.4517439082656474,0.8723124701385571,0.3776278069756331
