epoch,total_loss,train_accuracy,val_accuracy,age_task_loss,gender_task_loss,race_task_loss,age_train_accuracy,gender_train_accuracy,race_train_accuracy,age_val_accuracy,gender_val_accuracy,race_val_accuracy
1,0.006178129631280899,0.5156380952380952,0.6503424112119764,0.024580412309510368,0.007158604717041765,0.023864147903238025,0.3807285714285714,0.765,0.4011857142857143,0.5000597228858098,0.8778069756330625,0.5731605351170569
2,0.00423602935785339,0.6669285714285714,0.6864946647555343,0.017810955924647195,0.0037939161576330664,0.016519391105856214,0.5168714285714285,0.8923285714285715,0.5915857142857143,0.5343406593406593,0.9002030578117535,0.6249402771141902
3,0.0037053493780749183,0.7073095238095238,0.7127130116260552,0.01611918996827943,0.002969241609051824,0.01425971188885825,0.5559142857142857,0.9170857142857143,0.6489285714285714,0.5569756330625896,0.9251075011944577,0.656055900621118
4,0.0033230124755984263,0.7373285714285714,0.707815734989648,0.014968638727494649,0.002378249460618411,0.012560223193679537,0.5851285714285714,0.9359428571428572,0.6909142857142857,0.5509436215957955,0.9250477783086479,0.6474558050645007
5,0.0029907424918242864,0.7656666666666667,0.7173713967192228,0.013939136510235922,0.0018529817742827747,0.011124563385333333,0.6157142857142858,0.9516285714285714,0.7296571428571429,0.565516005733397,0.9214644051600573,0.665133779264214
6,0.002645571668658938,0.7931238095238096,0.7207556935817805,0.01277691970893315,0.0014255148361503546,0.00960770977139473,0.6488428571428572,0.9632,0.7673285714285715,0.5455685618729097,0.9319756330625896,0.6847228858098423
7,0.002261303900395121,0.8241761904761905,0.7208751393534002,0.011420385333044188,0.0009961596699298492,0.007935189536213874,0.6879142857142857,0.9757714285714286,0.8088428571428572,0.5655757286192069,0.9288103201146679,0.6682393693263259
8,0.0018520519543261756,0.8577428571428571,0.7175903806338589,0.00975362271113055,0.0006850297877348826,0.0062298146482024875,0.7382714285714286,0.9830285714285715,0.8519285714285715,0.5491519350215003,0.9319159101767798,0.6717032967032966
9,0.001450925238501458,0.8899428571428571,0.7178292721770982,0.007981571052329882,0.0004547042020912548,0.004622051530012062,0.7904,0.9886285714285714,0.8908,0.5584089823220258,0.9286311514572384,0.6664476827520306
10,0.0011017381261147203,0.9187904761904762,0.7136088549132027,0.006191507218778133,0.0003346448651404769,0.0033894907638430593,0.8431714285714286,0.9920857142857142,0.9211142857142857,0.5496894409937888,0.9231963688485427,0.6679407548972767
11,0.0008541239027466093,0.9377,0.7141463608854913,0.004897842549213341,0.0002836183951864119,0.0025056539433875253,0.8777571428571429,0.9930142857142857,0.9423285714285714,0.5547061634018156,0.9279144768275203,0.659818442427138
12,0.0006993865012235585,0.9491380952380952,0.7169334288899506,0.004020152535715273,0.0002713329382920035,0.0020029928558506073,0.9007428571428572,0.9935142857142857,0.9531571428571428,0.5573339703774486,0.9282728141423794,0.6651935021500239
13,0.0005928292488235802,0.9580714285714286,0.7122949514253862,0.003402761324601514,0.00024177421027343372,0.0016909275487730546,0.9182428571428571,0.9945,0.9614714285714285,0.5567367415193503,0.9248686096512183,0.65527950310559
14,0.0005227662667986893,0.9624666666666667,0.7141662685140946,0.002959768119880131,0.00023234269250516654,0.0015127854597255853,0.9280714285714285,0.9942571428571428,0.9650714285714286,0.5560797897754419,0.9256450071667462,0.6607740086000956
15,0.00046617585247648615,0.9669047619047619,0.711498646281255,0.002600448660871812,0.000223972085879229,0.0013711617990529964,0.9378,0.9946142857142857,0.9683,0.5504658385093167,0.9286908743430483,0.6553392259913999
16,0.0004407224685574571,0.9687285714285714,0.7124343048256092,0.0025799708437706744,0.00020272374796659277,0.001183807504316792,0.9378714285714286,0.9952285714285715,0.9730857142857143,0.5565575728619206,0.9259436215957955,0.6548017200191113
17,0.0004038805862090417,0.9711428571428572,0.7138676540850454,0.002346026618831924,0.00018554303745250503,0.0011033555174845139,0.9434571428571429,0.9953857142857143,0.9745857142857143,0.5581103678929766,0.9289894887720974,0.6545031055900621
18,0.0003780193016199129,0.973795238095238,0.7141264532568881,0.0021222650535670773,0.00020808025824462675,0.0010718282995146832,0.9493285714285714,0.9955,0.9765571428571429,0.5530936454849499,0.9288103201146679,0.6604753941710464
19,0.0003520038766697759,0.9755,0.715042204172639,0.0019458846106327006,0.00019976582110315836,0.0010223843723735106,0.9540428571428572,0.9953714285714286,0.9770857142857143,0.5597228858098423,0.9266602962255136,0.6587434304825609
20,0.0003292519172431812,0.9772380952380952,0.7171524128045867,0.001849972584963377,0.00015190051477267973,0.0009613940719215732,0.9569142857142857,0.9966857142857143,0.9781142857142857,0.560200668896321,0.9301242236024845,0.6611323459149546
21,0.0003173209300841249,0.9779809523809524,0.7179686255773212,0.0018554795457449342,0.0001737573971690186,0.0008266513523379606,0.9571142857142857,0.9960142857142857,0.9808142857142857,0.5623506927854754,0.9298256091734353,0.661729574773053
22,0.000304150383595732,0.9785666666666667,0.7120958751393534,0.001719295985730631,0.00015387231711592902,0.0008641850724583492,0.9592142857142857,0.9963285714285715,0.9801571428571428,0.5455685618729097,0.9305422838031534,0.6601767797419972
23,0.00028842324680604397,0.9801952380952381,0.7101847427934385,0.0015988638352735767,0.0001671411079248563,0.000829804202826095,0.9627857142857142,0.9961714285714286,0.9816285714285714,0.5456282847587195,0.9255255613951267,0.6594003822264691
24,0.0002811615971626625,0.9805285714285714,0.7099856665074057,0.0015313430983839292,0.00015092751330034843,0.0008481836938914577,0.9643142857142857,0.9962142857142857,0.9810571428571428,0.5436574295269947,0.9289297658862876,0.6573698041089345
25,0.0002594096671302049,0.9823238095238095,0.71086160216595,0.0013996410345126476,0.00013007240147115746,0.0008049735063221305,0.9681428571428572,0.9971428571428571,0.9816857142857143,0.5428810320114668,0.9311992355470616,0.6585045389393216
26,0.00025964386256722115,0.981904761904762,0.7135491320273929,0.0014442672174423932,0.00013060696105647885,0.000761920518423098,0.9658285714285715,0.9968428571428571,0.9830428571428571,0.5582895365504061,0.9270783564261825,0.65527950310559
